"region";"age";"industry (SIC2007)";"working hours";"Employees by place of residence 2019";"Employees by place of work 2019"
"K-3032 Gjerdrum";"15-74 years";"05-09 Mining and quarrying";"Full-time";5;0
"K-3032 Gjerdrum";"15-74 years";"41-43 Construction";"Part-time";47;38
"K-3032 Gjerdrum";"15-74 years";"41-43 Construction";"Full-time";388;245
"K-3032 Gjerdrum";"20-66 years";"00-99 All industries";"Part-time";689;412
"K-3032 Gjerdrum";"20-66 years";"00-99 All industries";"Full-time";2525;905
"K-3032 Gjerdrum";"20-66 years";"05-09 Mining and quarrying";"Part-time";3;0
"K-3032 Gjerdrum";"20-66 years";"05-09 Mining and quarrying";"Full-time";4;0
"K-3032 Gjerdrum";"20-66 years";"41-43 Construction";"Part-time";37;33
"K-3032 Gjerdrum";"20-66 years";"41-43 Construction";"Full-time";357;225
"K-3033 Ullensaker";"15-74 years";"00-99 All industries";"Part-time";4830;7334
"K-3033 Ullensaker";"15-74 years";"00-99 All industries";"Full-time";14793;19310
"K-3033 Ullensaker";"15-74 years";"05-09 Mining and quarrying";"Part-time";4;0
"K-3033 Ullensaker";"15-74 years";"05-09 Mining and quarrying";"Full-time";54;20
"K-3033 Ullensaker";"15-74 years";"41-43 Construction";"Part-time";114;106
"K-3033 Ullensaker";"15-74 years";"41-43 Construction";"Full-time";1497;1192
"K-3033 Ullensaker";"20-66 years";"00-99 All industries";"Part-time";4063;6327
"K-3033 Ullensaker";"20-66 years";"00-99 All industries";"Full-time";14379;18815
"K-3033 Ullensaker";"20-66 years";"05-09 Mining and quarrying";"Part-time";3;0
"K-3033 Ullensaker";"20-66 years";"05-09 Mining and quarrying";"Full-time";52;20
"K-3033 Ullensaker";"20-66 years";"41-43 Construction";"Part-time";92;91
"K-3033 Ullensaker";"20-66 years";"41-43 Construction";"Full-time";1435;1136
"K-3034 Nes";"15-74 years";"00-99 All industries";"Part-time";2903;1908
"K-3034 Nes";"15-74 years";"00-99 All industries";"Full-time";7804;3213
"K-3034 Nes";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-3034 Nes";"15-74 years";"05-09 Mining and quarrying";"Full-time";29;16
"K-3034 Nes";"15-74 years";"41-43 Construction";"Part-time";117;56
"K-3034 Nes";"15-74 years";"41-43 Construction";"Full-time";997;371
"K-3034 Nes";"20-66 years";"00-99 All industries";"Part-time";2507;1596
"K-3034 Nes";"20-66 years";"00-99 All industries";"Full-time";7594;3081
"K-3034 Nes";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-3034 Nes";"20-66 years";"05-09 Mining and quarrying";"Full-time";28;16
"K-3034 Nes";"20-66 years";"41-43 Construction";"Part-time";94;39
"K-3034 Nes";"20-66 years";"41-43 Construction";"Full-time";957;341
"K-3035 Eidsvoll";"15-74 years";"00-99 All industries";"Part-time";3291;2335
"K-3035 Eidsvoll";"15-74 years";"00-99 All industries";"Full-time";8731;4147
"K-3035 Eidsvoll";"15-74 years";"05-09 Mining and quarrying";"Part-time";4;0
"K-3035 Eidsvoll";"15-74 years";"05-09 Mining and quarrying";"Full-time";46;9
"K-3035 Eidsvoll";"15-74 years";"41-43 Construction";"Part-time";81;59
"K-3035 Eidsvoll";"15-74 years";"41-43 Construction";"Full-time";1038;564
"K-3035 Eidsvoll";"20-66 years";"00-99 All industries";"Part-time";2825;1943
"K-3035 Eidsvoll";"20-66 years";"00-99 All industries";"Full-time";8452;3985
"K-3035 Eidsvoll";"20-66 years";"05-09 Mining and quarrying";"Part-time";4;0
"K-3035 Eidsvoll";"20-66 years";"05-09 Mining and quarrying";"Full-time";46;8
"K-3035 Eidsvoll";"20-66 years";"41-43 Construction";"Part-time";69;46
"K-3035 Eidsvoll";"20-66 years";"41-43 Construction";"Full-time";991;539
"K-3036 Nannestad";"15-74 years";"00-99 All industries";"Part-time";1806;931
"K-3036 Nannestad";"15-74 years";"00-99 All industries";"Full-time";5360;2236
"K-3036 Nannestad";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-3036 Nannestad";"15-74 years";"05-09 Mining and quarrying";"Full-time";18;3
"K-3036 Nannestad";"15-74 years";"41-43 Construction";"Part-time";68;37
"K-3036 Nannestad";"15-74 years";"41-43 Construction";"Full-time";747;490
"K-3036 Nannestad";"20-66 years";"00-99 All industries";"Part-time";1555;803
"K-3036 Nannestad";"20-66 years";"00-99 All industries";"Full-time";5201;2163
"K-3036 Nannestad";"20-66 years";"05-09 Mining and quarrying";"Part-time";3;0
"K-3036 Nannestad";"20-66 years";"05-09 Mining and quarrying";"Full-time";17;0
"K-3036 Nannestad";"20-66 years";"41-43 Construction";"Part-time";58;31
"K-3036 Nannestad";"20-66 years";"41-43 Construction";"Full-time";730;476
"K-3037 Hurdal";"15-74 years";"00-99 All industries";"Part-time";413;343
"K-3037 Hurdal";"15-74 years";"00-99 All industries";"Full-time";818;458
"K-3037 Hurdal";"15-74 years";"05-09 Mining and quarrying";"Part-time";4;0
"K-3037 Hurdal";"15-74 years";"05-09 Mining and quarrying";"Full-time";3;8
"K-3037 Hurdal";"15-74 years";"41-43 Construction";"Part-time";6;8
"K-3037 Hurdal";"15-74 years";"41-43 Construction";"Full-time";92;41
"K-3037 Hurdal";"20-66 years";"00-99 All industries";"Part-time";347;294
"K-3037 Hurdal";"20-66 years";"00-99 All industries";"Full-time";787;437
"K-3037 Hurdal";"20-66 years";"05-09 Mining and quarrying";"Part-time";3;3
"K-3037 Hurdal";"20-66 years";"05-09 Mining and quarrying";"Full-time";3;8
"K-3037 Hurdal";"20-66 years";"41-43 Construction";"Part-time";5;5
"K-3037 Hurdal";"20-66 years";"41-43 Construction";"Full-time";87;38
"K-3038 Hole";"15-74 years";"00-99 All industries";"Part-time";810;845
"K-3038 Hole";"15-74 years";"00-99 All industries";"Full-time";2418;1249
"K-3038 Hole";"15-74 years";"05-09 Mining and quarrying";"Part-time";5;3
"K-3038 Hole";"15-74 years";"05-09 Mining and quarrying";"Full-time";26;0
"K-3038 Hole";"15-74 years";"41-43 Construction";"Part-time";31;23
"K-3038 Hole";"15-74 years";"41-43 Construction";"Full-time";281;143
"K-3038 Hole";"20-66 years";"00-99 All industries";"Part-time";680;710
"K-3038 Hole";"20-66 years";"00-99 All industries";"Full-time";2320;1183
"K-3038 Hole";"20-66 years";"05-09 Mining and quarrying";"Part-time";4;0
"K-3038 Hole";"20-66 years";"05-09 Mining and quarrying";"Full-time";24;0
"K-3038 Hole";"20-66 years";"41-43 Construction";"Part-time";25;18
"K-3038 Hole";"20-66 years";"41-43 Construction";"Full-time";270;139
"K-3039 Fl?";"15-74 years";"00-99 All industries";"Part-time";169;159
"K-3039 Fl?";"15-74 years";"00-99 All industries";"Full-time";320;268
"K-3039 Fl?";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-3039 Fl?";"15-74 years";"05-09 Mining and quarrying";"Full-time";0;0
"K-3039 Fl?";"15-74 years";"41-43 Construction";"Part-time";7;4
"K-3039 Fl?";"15-74 years";"41-43 Construction";"Full-time";73;40
"K-3039 Fl?";"20-66 years";"00-99 All industries";"Part-time";134;127
"K-3039 Fl?";"20-66 years";"00-99 All industries";"Full-time";304;251
"K-3039 Fl?";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-3039 Fl?";"20-66 years";"05-09 Mining and quarrying";"Full-time";3;0
"K-3039 Fl?";"20-66 years";"41-43 Construction";"Part-time";5;0
"K-3039 Fl?";"20-66 years";"41-43 Construction";"Full-time";67;37
"K-3040 Nesbyen";"15-74 years";"00-99 All industries";"Part-time";586;498
"K-3040 Nesbyen";"15-74 years";"00-99 All industries";"Full-time";977;781
"K-3040 Nesbyen";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-3040 Nesbyen";"15-74 years";"05-09 Mining and quarrying";"Full-time";17;15
"K-3040 Nesbyen";"15-74 years";"41-43 Construction";"Part-time";25;20
"K-3040 Nesbyen";"15-74 years";"41-43 Construction";"Full-time";184;180
"K-3040 Nesbyen";"20-66 years";"00-99 All industries";"Part-time";486;407
"K-3040 Nesbyen";"20-66 years";"00-99 All industries";"Full-time";926;733
"K-3040 Nesbyen";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-3040 Nesbyen";"20-66 years";"05-09 Mining and quarrying";"Full-time";16;14
"K-3040 Nesbyen";"20-66 years";"41-43 Construction";"Part-time";22;17
"K-3040 Nesbyen";"20-66 years";"41-43 Construction";"Full-time";173;166
"K-3041 Gol";"15-74 years";"00-99 All industries";"Part-time";744;851
"K-3041 Gol";"15-74 years";"00-99 All industries";"Full-time";1549;1846
"K-3041 Gol";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-3041 Gol";"15-74 years";"05-09 Mining and quarrying";"Full-time";7;0
"K-3041 Gol";"15-74 years";"41-43 Construction";"Part-time";37;54
"K-3041 Gol";"15-74 years";"41-43 Construction";"Full-time";253;340
"K-3041 Gol";"20-66 years";"00-99 All industries";"Part-time";602;675
"K-3041 Gol";"20-66 years";"00-99 All industries";"Full-time";1460;1739
"K-3041 Gol";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-3041 Gol";"20-66 years";"05-09 Mining and quarrying";"Full-time";7;0
"K-3041 Gol";"20-66 years";"41-43 Construction";"Part-time";23;36
"K-3041 Gol";"20-66 years";"41-43 Construction";"Full-time";232;318
"K-3042 Hemsedal";"15-74 years";"00-99 All industries";"Part-time";416;349
"K-3042 Hemsedal";"15-74 years";"00-99 All industries";"Full-time";787;639
"K-3042 Hemsedal";"15-74 years";"05-09 Mining and quarrying";"Part-time";3;0
"K-3042 Hemsedal";"15-74 years";"05-09 Mining and quarrying";"Full-time";4;0
"K-3042 Hemsedal";"15-74 years";"41-43 Construction";"Part-time";19;20
"K-3042 Hemsedal";"15-74 years";"41-43 Construction";"Full-time";125;95
"K-3042 Hemsedal";"20-66 years";"00-99 All industries";"Part-time";350;289
"K-3042 Hemsedal";"20-66 years";"00-99 All industries";"Full-time";764;616
"K-3042 Hemsedal";"20-66 years";"05-09 Mining and quarrying";"Part-time";3;0
"K-3042 Hemsedal";"20-66 years";"05-09 Mining and quarrying";"Full-time";4;0
"K-3042 Hemsedal";"20-66 years";"41-43 Construction";"Part-time";12;12
"K-3042 Hemsedal";"20-66 years";"41-43 Construction";"Full-time";120;90
"K-3043 ?l";"15-74 years";"00-99 All industries";"Part-time";784;754
"K-3043 ?l";"15-74 years";"00-99 All industries";"Full-time";1457;1435
"K-3043 ?l";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;3
"K-3043 ?l";"15-74 years";"05-09 Mining and quarrying";"Full-time";24;35
"K-3043 ?l";"15-74 years";"41-43 Construction";"Part-time";62;61
"K-3043 ?l";"15-74 years";"41-43 Construction";"Full-time";310;342
"K-3043 ?l";"20-66 years";"00-99 All industries";"Part-time";646;636
"K-3043 ?l";"20-66 years";"00-99 All industries";"Full-time";1375;1363
"K-3043 ?l";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;3
"K-3043 ?l";"20-66 years";"05-09 Mining and quarrying";"Full-time";24;35
"K-3043 ?l";"20-66 years";"41-43 Construction";"Part-time";52;50
"K-3043 ?l";"20-66 years";"41-43 Construction";"Full-time";289;319
"K-3044 Hol";"15-74 years";"00-99 All industries";"Part-time";750;702
"K-3044 Hol";"15-74 years";"00-99 All industries";"Full-time";1477;1356
"K-3044 Hol";"15-74 years";"05-09 Mining and quarrying";"Part-time";4;0
"K-3044 Hol";"15-74 years";"05-09 Mining and quarrying";"Full-time";23;0
"K-3044 Hol";"15-74 years";"41-43 Construction";"Part-time";40;33
"K-3044 Hol";"15-74 years";"41-43 Construction";"Full-time";279;230
"K-3044 Hol";"20-66 years";"00-99 All industries";"Part-time";604;569
"K-3044 Hol";"20-66 years";"00-99 All industries";"Full-time";1396;1276
"K-3044 Hol";"20-66 years";"05-09 Mining and quarrying";"Part-time";4;0
"K-3044 Hol";"20-66 years";"05-09 Mining and quarrying";"Full-time";23;0
"K-3044 Hol";"20-66 years";"41-43 Construction";"Part-time";27;24
"K-3044 Hol";"20-66 years";"41-43 Construction";"Full-time";253;212
"K-3045 Sigdal";"15-74 years";"00-99 All industries";"Part-time";582;524
"K-3045 Sigdal";"15-74 years";"00-99 All industries";"Full-time";1047;812
"K-3045 Sigdal";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-3045 Sigdal";"15-74 years";"05-09 Mining and quarrying";"Full-time";8;3
"K-3045 Sigdal";"15-74 years";"41-43 Construction";"Part-time";30;25
"K-3045 Sigdal";"15-74 years";"41-43 Construction";"Full-time";252;142
"K-3045 Sigdal";"20-66 years";"00-99 All industries";"Part-time";475;425
"K-3045 Sigdal";"20-66 years";"00-99 All industries";"Full-time";969;753
"K-3045 Sigdal";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-3045 Sigdal";"20-66 years";"05-09 Mining and quarrying";"Full-time";7;0
"K-3045 Sigdal";"20-66 years";"41-43 Construction";"Part-time";23;17
"K-3045 Sigdal";"20-66 years";"41-43 Construction";"Full-time";222;127
"K-3046 Kr?dsherad";"15-74 years";"00-99 All industries";"Part-time";339;321
"K-3046 Kr?dsherad";"15-74 years";"00-99 All industries";"Full-time";676;646
"K-3046 Kr?dsherad";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-3046 Kr?dsherad";"15-74 years";"05-09 Mining and quarrying";"Full-time";4;0
"K-3046 Kr?dsherad";"15-74 years";"41-43 Construction";"Part-time";22;57
"K-3046 Kr?dsherad";"15-74 years";"41-43 Construction";"Full-time";141;222
"K-3046 Kr?dsherad";"20-66 years";"00-99 All industries";"Part-time";283;272
"K-3046 Kr?dsherad";"20-66 years";"00-99 All industries";"Full-time";641;602
"K-3046 Kr?dsherad";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-3046 Kr?dsherad";"20-66 years";"05-09 Mining and quarrying";"Full-time";3;0
"K-3046 Kr?dsherad";"20-66 years";"41-43 Construction";"Part-time";20;50
"K-3046 Kr?dsherad";"20-66 years";"41-43 Construction";"Full-time";132;199
"K-3047 Modum";"15-74 years";"00-99 All industries";"Part-time";2041;1744
"K-3047 Modum";"15-74 years";"00-99 All industries";"Full-time";4398;3679
"K-3047 Modum";"15-74 years";"05-09 Mining and quarrying";"Part-time";5;0
"K-3047 Modum";"15-74 years";"05-09 Mining and quarrying";"Full-time";28;10
"K-3047 Modum";"15-74 years";"41-43 Construction";"Part-time";96;85
"K-3047 Modum";"15-74 years";"41-43 Construction";"Full-time";792;1117
"K-3047 Modum";"20-66 years";"00-99 All industries";"Part-time";1765;1476
"K-3047 Modum";"20-66 years";"00-99 All industries";"Full-time";4222;3491
"K-3047 Modum";"20-66 years";"05-09 Mining and quarrying";"Part-time";3;0
"K-3047 Modum";"20-66 years";"05-09 Mining and quarrying";"Full-time";27;10
"K-3047 Modum";"20-66 years";"41-43 Construction";"Part-time";66;64
"K-3047 Modum";"20-66 years";"41-43 Construction";"Full-time";738;1035
"K-3048 ?vre Eiker";"15-74 years";"00-99 All industries";"Part-time";2669;1790
"K-3048 ?vre Eiker";"15-74 years";"00-99 All industries";"Full-time";6501;4150
"K-3048 ?vre Eiker";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;3
"K-3048 ?vre Eiker";"15-74 years";"05-09 Mining and quarrying";"Full-time";29;21
"K-3048 ?vre Eiker";"15-74 years";"41-43 Construction";"Part-time";121;109
"K-3048 ?vre Eiker";"15-74 years";"41-43 Construction";"Full-time";1105;911
"K-3048 ?vre Eiker";"20-66 years";"00-99 All industries";"Part-time";2286;1513
"K-3048 ?vre Eiker";"20-66 years";"00-99 All industries";"Full-time";6286;3980
"K-3048 ?vre Eiker";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-3048 ?vre Eiker";"20-66 years";"05-09 Mining and quarrying";"Full-time";29;21
"K-3048 ?vre Eiker";"20-66 years";"41-43 Construction";"Part-time";94;83
"K-3048 ?vre Eiker";"20-66 years";"41-43 Construction";"Full-time";1067;852
"K-3049 Lier";"15-74 years";"00-99 All industries";"Part-time";3264;3365
"K-3049 Lier";"15-74 years";"00-99 All industries";"Full-time";9755;9990
"K-3049 Lier";"15-74 years";"05-09 Mining and quarrying";"Part-time";5;0
"K-3049 Lier";"15-74 years";"05-09 Mining and quarrying";"Full-time";113;21
"K-3049 Lier";"15-74 years";"41-43 Construction";"Part-time";118;149
"K-3049 Lier";"15-74 years";"41-43 Construction";"Full-time";1185;1550
"K-3049 Lier";"20-66 years";"00-99 All industries";"Part-time";2727;2775
"K-3049 Lier";"20-66 years";"00-99 All industries";"Full-time";9422;9621
"K-3049 Lier";"20-66 years";"05-09 Mining and quarrying";"Part-time";5;0
"K-3049 Lier";"20-66 years";"05-09 Mining and quarrying";"Full-time";112;20
"K-3049 Lier";"20-66 years";"41-43 Construction";"Part-time";90;114
"K-3049 Lier";"20-66 years";"41-43 Construction";"Full-time";1133;1485
"K-3050 Flesberg";"15-74 years";"00-99 All industries";"Part-time";434;335
"K-3050 Flesberg";"15-74 years";"00-99 All industries";"Full-time";816;353
"K-3050 Flesberg";"15-74 years";"05-09 Mining and quarrying";"Part-time";3;0
"K-3050 Flesberg";"15-74 years";"05-09 Mining and quarrying";"Full-time";7;6
"K-3050 Flesberg";"15-74 years";"41-43 Construction";"Part-time";21;15
"K-3050 Flesberg";"15-74 years";"41-43 Construction";"Full-time";161;73
"K-3050 Flesberg";"20-66 years";"00-99 All industries";"Part-time";366;285
"K-3050 Flesberg";"20-66 years";"00-99 All industries";"Full-time";784;334
"K-3050 Flesberg";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-3050 Flesberg";"20-66 years";"05-09 Mining and quarrying";"Full-time";7;5
"K-3050 Flesberg";"20-66 years";"41-43 Construction";"Part-time";16;10
"K-3050 Flesberg";"20-66 years";"41-43 Construction";"Full-time";144;67
"K-3051 Rollag";"15-74 years";"00-99 All industries";"Part-time";267;261
"K-3051 Rollag";"15-74 years";"00-99 All industries";"Full-time";379;266
"K-3051 Rollag";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-3051 Rollag";"15-74 years";"05-09 Mining and quarrying";"Full-time";3;0
"K-3051 Rollag";"15-74 years";"41-43 Construction";"Part-time";6;9
"K-3051 Rollag";"15-74 years";"41-43 Construction";"Full-time";74;62
"K-3051 Rollag";"20-66 years";"00-99 All industries";"Part-time";224;227
"K-3051 Rollag";"20-66 years";"00-99 All industries";"Full-time";352;237
"K-3051 Rollag";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-3051 Rollag";"20-66 years";"05-09 Mining and quarrying";"Full-time";3;0
"K-3051 Rollag";"20-66 years";"41-43 Construction";"Part-time";5;9
"K-3051 Rollag";"20-66 years";"41-43 Construction";"Full-time";69;57
"K-3052 Nore og Uvdal";"15-74 years";"00-99 All industries";"Part-time";468;433
"K-3052 Nore og Uvdal";"15-74 years";"00-99 All industries";"Full-time";745;701
"K-3052 Nore og Uvdal";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-3052 Nore og Uvdal";"15-74 years";"05-09 Mining and quarrying";"Full-time";4;0
"K-3052 Nore og Uvdal";"15-74 years";"41-43 Construction";"Part-time";32;27
"K-3052 Nore og Uvdal";"15-74 years";"41-43 Construction";"Full-time";188;164
"K-3052 Nore og Uvdal";"20-66 years";"00-99 All industries";"Part-time";369;342
"K-3052 Nore og Uvdal";"20-66 years";"00-99 All industries";"Full-time";696;664
"K-3052 Nore og Uvdal";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-3052 Nore og Uvdal";"20-66 years";"05-09 Mining and quarrying";"Full-time";4;0
"K-3052 Nore og Uvdal";"20-66 years";"41-43 Construction";"Part-time";21;17
"K-3052 Nore og Uvdal";"20-66 years";"41-43 Construction";"Full-time";164;144
"K-3053 Jevnaker";"15-74 years";"00-99 All industries";"Part-time";1047;765
"K-3053 Jevnaker";"15-74 years";"00-99 All industries";"Full-time";2182;1260
"K-3053 Jevnaker";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-3053 Jevnaker";"15-74 years";"05-09 Mining and quarrying";"Full-time";10;0
"K-3053 Jevnaker";"15-74 years";"41-43 Construction";"Part-time";31;21
"K-3053 Jevnaker";"15-74 years";"41-43 Construction";"Full-time";348;193
"K-3053 Jevnaker";"20-66 years";"00-99 All industries";"Part-time";888;623
"K-3053 Jevnaker";"20-66 years";"00-99 All industries";"Full-time";2123;1218
"K-3053 Jevnaker";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-3053 Jevnaker";"20-66 years";"05-09 Mining and quarrying";"Full-time";10;0
"K-3053 Jevnaker";"20-66 years";"41-43 Construction";"Part-time";24;17
"K-3053 Jevnaker";"20-66 years";"41-43 Construction";"Full-time";334;178
