"region";"sex";"age";"Persons 2020"
"K-3049 Lier";"Males";"80-89 years";350
"K-3049 Lier";"Males";"90 years or older";52
"K-3049 Lier";"Females";"0-17 years";2929
"K-3049 Lier";"Females";"18-49 years";5365
"K-3049 Lier";"Females";"50-66 years";2832
"K-3049 Lier";"Females";"67-79 years";1494
"K-3049 Lier";"Females";"80-89 years";449
"K-3049 Lier";"Females";"90 years or older";120
"K-3050 Flesberg";"Males";"0-17 years";281
"K-3050 Flesberg";"Males";"18-49 years";539
"K-3050 Flesberg";"Males";"50-66 years";329
"K-3050 Flesberg";"Males";"67-79 years";190
"K-3050 Flesberg";"Males";"80-89 years";51
"K-3050 Flesberg";"Males";"90 years or older";12
"K-3050 Flesberg";"Females";"0-17 years";263
"K-3050 Flesberg";"Females";"18-49 years";475
"K-3050 Flesberg";"Females";"50-66 years";294
"K-3050 Flesberg";"Females";"67-79 years";176
"K-3050 Flesberg";"Females";"80-89 years";58
"K-3050 Flesberg";"Females";"90 years or older";20
"K-3051 Rollag";"Males";"0-17 years";123
"K-3051 Rollag";"Males";"18-49 years";259
"K-3051 Rollag";"Males";"50-66 years";178
"K-3051 Rollag";"Males";"67-79 years";101
"K-3051 Rollag";"Males";"80-89 years";41
"K-3051 Rollag";"Males";"90 years or older";4
"K-3051 Rollag";"Females";"0-17 years";120
"K-3051 Rollag";"Females";"18-49 years";229
"K-3051 Rollag";"Females";"50-66 years";159
"K-3051 Rollag";"Females";"67-79 years";114
"K-3051 Rollag";"Females";"80-89 years";40
"K-3051 Rollag";"Females";"90 years or older";22
"K-3052 Nore og Uvdal";"Males";"0-17 years";226
"K-3052 Nore og Uvdal";"Males";"18-49 years";479
"K-3052 Nore og Uvdal";"Males";"50-66 years";324
"K-3052 Nore og Uvdal";"Males";"67-79 years";182
"K-3052 Nore og Uvdal";"Males";"80-89 years";55
"K-3052 Nore og Uvdal";"Males";"90 years or older";5
"K-3052 Nore og Uvdal";"Females";"0-17 years";197
"K-3052 Nore og Uvdal";"Females";"18-49 years";393
"K-3052 Nore og Uvdal";"Females";"50-66 years";283
"K-3052 Nore og Uvdal";"Females";"67-79 years";179
"K-3052 Nore og Uvdal";"Females";"80-89 years";94
"K-3052 Nore og Uvdal";"Females";"90 years or older";22
"K-3053 Jevnaker";"Males";"0-17 years";686
"K-3053 Jevnaker";"Males";"18-49 years";1363
"K-3053 Jevnaker";"Males";"50-66 years";807
"K-3053 Jevnaker";"Males";"67-79 years";411
"K-3053 Jevnaker";"Males";"80-89 years";113
"K-3053 Jevnaker";"Males";"90 years or older";17
"K-3053 Jevnaker";"Females";"0-17 years";691
"K-3053 Jevnaker";"Females";"18-49 years";1300
"K-3053 Jevnaker";"Females";"50-66 years";794
"K-3053 Jevnaker";"Females";"67-79 years";480
"K-3053 Jevnaker";"Females";"80-89 years";152
"K-3053 Jevnaker";"Females";"90 years or older";38
"K-3054 Lunner";"Males";"0-17 years";939
"K-3054 Lunner";"Males";"18-49 years";1809
"K-3054 Lunner";"Males";"50-66 years";1119
"K-3054 Lunner";"Males";"67-79 years";572
"K-3054 Lunner";"Males";"80-89 years";109
"K-3054 Lunner";"Males";"90 years or older";12
"K-3054 Lunner";"Females";"0-17 years";951
"K-3054 Lunner";"Females";"18-49 years";1717
"K-3054 Lunner";"Females";"50-66 years";1050
"K-3054 Lunner";"Females";"67-79 years";550
"K-3054 Lunner";"Females";"80-89 years";163
"K-3054 Lunner";"Females";"90 years or older";57
"K-0301 Oslo";"Males";"0-17 years";68062
"K-0301 Oslo";"Males";"18-49 years";183541
"K-0301 Oslo";"Males";"50-66 years";60866
"K-0301 Oslo";"Males";"67-79 years";26086
"K-0301 Oslo";"Males";"80-89 years";6293
"K-0301 Oslo";"Males";"90 years or older";1336
"K-0301 Oslo";"Females";"0-17 years";65066
"K-0301 Oslo";"Females";"18-49 years";180419
"K-0301 Oslo";"Females";"50-66 years";59126
"K-0301 Oslo";"Females";"67-79 years";28991
"K-0301 Oslo";"Females";"80-89 years";10182
"K-0301 Oslo";"Females";"90 years or older";3526
"K-3401 Kongsvinger";"Males";"0-17 years";1640
"K-3401 Kongsvinger";"Males";"18-49 years";3338
"K-3401 Kongsvinger";"Males";"50-66 years";2101
"K-3401 Kongsvinger";"Males";"67-79 years";1310
"K-3401 Kongsvinger";"Males";"80-89 years";331
"K-3401 Kongsvinger";"Males";"90 years or older";43
"K-3401 Kongsvinger";"Females";"0-17 years";1567
"K-3401 Kongsvinger";"Females";"18-49 years";3194
"K-3401 Kongsvinger";"Females";"50-66 years";2220
"K-3401 Kongsvinger";"Females";"67-79 years";1504
"K-3401 Kongsvinger";"Females";"80-89 years";460
"K-3401 Kongsvinger";"Females";"90 years or older";121
"K-3403 Hamar";"Males";"0-17 years";3089
"K-3403 Hamar";"Males";"18-49 years";6356
"K-3403 Hamar";"Males";"50-66 years";3289
"K-3403 Hamar";"Males";"67-79 years";2027
"K-3403 Hamar";"Males";"80-89 years";543
"K-3403 Hamar";"Males";"90 years or older";119
"K-3403 Hamar";"Females";"0-17 years";2802
"K-3403 Hamar";"Females";"18-49 years";6156
"K-3403 Hamar";"Females";"50-66 years";3536
"K-3403 Hamar";"Females";"67-79 years";2335
"K-3403 Hamar";"Females";"80-89 years";846
"K-3403 Hamar";"Females";"90 years or older";271
"K-3405 Lillehammer";"Males";"0-17 years";2762
"K-3405 Lillehammer";"Males";"18-49 years";5841
"K-3405 Lillehammer";"Males";"50-66 years";2980
"K-3405 Lillehammer";"Males";"67-79 years";1700
"K-3405 Lillehammer";"Males";"80-89 years";507
"K-3405 Lillehammer";"Males";"90 years or older";73
"K-3405 Lillehammer";"Females";"0-17 years";2628
"K-3405 Lillehammer";"Females";"18-49 years";5827
"K-3405 Lillehammer";"Females";"50-66 years";3205
"K-3405 Lillehammer";"Females";"67-79 years";1884
"K-3405 Lillehammer";"Females";"80-89 years";724
"K-3405 Lillehammer";"Females";"90 years or older";214
"K-3407 Gj?vik";"Males";"0-17 years";2984
"K-3407 Gj?vik";"Males";"18-49 years";6705
"K-3407 Gj?vik";"Males";"50-66 years";3279
"K-3407 Gj?vik";"Males";"67-79 years";1883
"K-3407 Gj?vik";"Males";"80-89 years";452
"K-3407 Gj?vik";"Males";"90 years or older";80
"K-3407 Gj?vik";"Females";"0-17 years";2791
"K-3407 Gj?vik";"Females";"18-49 years";6019
"K-3407 Gj?vik";"Females";"50-66 years";3370
"K-3407 Gj?vik";"Females";"67-79 years";2077
"K-3407 Gj?vik";"Females";"80-89 years";715
"K-3407 Gj?vik";"Females";"90 years or older";205
"K-3411 Ringsaker";"Males";"0-17 years";3581
"K-3411 Ringsaker";"Males";"18-49 years";7090
"K-3411 Ringsaker";"Males";"50-66 years";4079
"K-3411 Ringsaker";"Males";"67-79 years";2159
"K-3411 Ringsaker";"Males";"80-89 years";580
"K-3411 Ringsaker";"Males";"90 years or older";87
"K-3411 Ringsaker";"Females";"0-17 years";3312
"K-3411 Ringsaker";"Females";"18-49 years";6709
"K-3411 Ringsaker";"Females";"50-66 years";3879
"K-3411 Ringsaker";"Females";"67-79 years";2286
"K-3411 Ringsaker";"Females";"80-89 years";799
"K-3411 Ringsaker";"Females";"90 years or older";207
"K-3412 L?ten";"Males";"0-17 years";799
"K-3412 L?ten";"Males";"18-49 years";1530
"K-3412 L?ten";"Males";"50-66 years";898
"K-3412 L?ten";"Males";"67-79 years";528
"K-3412 L?ten";"Males";"80-89 years";121
"K-3412 L?ten";"Males";"90 years or older";21
"K-3412 L?ten";"Females";"0-17 years";698
"K-3412 L?ten";"Females";"18-49 years";1427
"K-3412 L?ten";"Females";"50-66 years";907
"K-3412 L?ten";"Females";"67-79 years";530
"K-3412 L?ten";"Females";"80-89 years";171
"K-3412 L?ten";"Females";"90 years or older";44
"K-3413 Stange";"Males";"0-17 years";2240
"K-3413 Stange";"Males";"18-49 years";4254
"K-3413 Stange";"Males";"50-66 years";2375
"K-3413 Stange";"Males";"67-79 years";1308
"K-3413 Stange";"Males";"80-89 years";342
"K-3413 Stange";"Males";"90 years or older";60
"K-3413 Stange";"Females";"0-17 years";2030
"K-3413 Stange";"Females";"18-49 years";4075
"K-3413 Stange";"Females";"50-66 years";2418
"K-3413 Stange";"Females";"67-79 years";1369
"K-3413 Stange";"Females";"80-89 years";460
"K-3413 Stange";"Females";"90 years or older";133
"K-3414 Nord-Odal";"Males";"0-17 years";417
"K-3414 Nord-Odal";"Males";"18-49 years";907
"K-3414 Nord-Odal";"Males";"50-66 years";694
"K-3414 Nord-Odal";"Males";"67-79 years";408
"K-3414 Nord-Odal";"Males";"80-89 years";119
"K-3414 Nord-Odal";"Males";"90 years or older";13
"K-3414 Nord-Odal";"Females";"0-17 years";404
"K-3414 Nord-Odal";"Females";"18-49 years";864
"K-3414 Nord-Odal";"Females";"50-66 years";608
"K-3414 Nord-Odal";"Females";"67-79 years";402
"K-3414 Nord-Odal";"Females";"80-89 years";147
"K-3414 Nord-Odal";"Females";"90 years or older";33
"K-3415 S?r-Odal";"Males";"0-17 years";737
"K-3415 S?r-Odal";"Males";"18-49 years";1542
"K-3415 S?r-Odal";"Males";"50-66 years";974
"K-3415 S?r-Odal";"Males";"67-79 years";553
"K-3415 S?r-Odal";"Males";"80-89 years";122
"K-3415 S?r-Odal";"Males";"90 years or older";24
"K-3415 S?r-Odal";"Females";"0-17 years";680
"K-3415 S?r-Odal";"Females";"18-49 years";1514
"K-3415 S?r-Odal";"Females";"50-66 years";1002
"K-3415 S?r-Odal";"Females";"67-79 years";528
"K-3415 S?r-Odal";"Females";"80-89 years";184
"K-3415 S?r-Odal";"Females";"90 years or older";45
"K-3416 Eidskog";"Males";"0-17 years";486
"K-3416 Eidskog";"Males";"18-49 years";1051
"K-3416 Eidskog";"Males";"50-66 years";883
"K-3416 Eidskog";"Males";"67-79 years";501
"K-3416 Eidskog";"Males";"80-89 years";121
"K-3416 Eidskog";"Males";"90 years or older";21
"K-3416 Eidskog";"Females";"0-17 years";481
"K-3416 Eidskog";"Females";"18-49 years";1010
"K-3416 Eidskog";"Females";"50-66 years";810
"K-3416 Eidskog";"Females";"67-79 years";488
"K-3416 Eidskog";"Females";"80-89 years";184
"K-3416 Eidskog";"Females";"90 years or older";70
"K-3417 Grue";"Males";"0-17 years";323
"K-3417 Grue";"Males";"18-49 years";760
"K-3417 Grue";"Males";"50-66 years";652
"K-3417 Grue";"Males";"67-79 years";423
"K-3417 Grue";"Males";"80-89 years";107
"K-3417 Grue";"Males";"90 years or older";18
"K-3417 Grue";"Females";"0-17 years";329
"K-3417 Grue";"Females";"18-49 years";707
"K-3417 Grue";"Females";"50-66 years";634
"K-3417 Grue";"Females";"67-79 years";438
"K-3417 Grue";"Females";"80-89 years";154
"K-3417 Grue";"Females";"90 years or older";67
"K-3418 ?snes";"Males";"0-17 years";584
"K-3418 ?snes";"Males";"18-49 years";1297
"K-3418 ?snes";"Males";"50-66 years";902
"K-3418 ?snes";"Males";"67-79 years";637
"K-3418 ?snes";"Males";"80-89 years";175
"K-3418 ?snes";"Males";"90 years or older";28
"K-3418 ?snes";"Females";"0-17 years";577
"K-3418 ?snes";"Females";"18-49 years";1183
"K-3418 ?snes";"Females";"50-66 years";917
"K-3418 ?snes";"Females";"67-79 years";609
"K-3418 ?snes";"Females";"80-89 years";235
"K-3418 ?snes";"Females";"90 years or older";59
"K-3419 V?ler (Hedmark)";"Males";"0-17 years";292
"K-3419 V?ler (Hedmark)";"Males";"18-49 years";625
"K-3419 V?ler (Hedmark)";"Males";"50-66 years";521
"K-3419 V?ler (Hedmark)";"Males";"67-79 years";313
"K-3419 V?ler (Hedmark)";"Males";"80-89 years";87
"K-3419 V?ler (Hedmark)";"Males";"90 years or older";16
"K-3419 V?ler (Hedmark)";"Females";"0-17 years";297
"K-3419 V?ler (Hedmark)";"Females";"18-49 years";564
"K-3419 V?ler (Hedmark)";"Females";"50-66 years";479
"K-3419 V?ler (Hedmark)";"Females";"67-79 years";325
"K-3419 V?ler (Hedmark)";"Females";"80-89 years";110
"K-3419 V?ler (Hedmark)";"Females";"90 years or older";33
"K-3420 Elverum";"Males";"0-17 years";2188
"K-3420 Elverum";"Males";"18-49 years";4231
"K-3420 Elverum";"Males";"50-66 years";2300
"K-3420 Elverum";"Males";"67-79 years";1298
"K-3420 Elverum";"Males";"80-89 years";331
"K-3420 Elverum";"Males";"90 years or older";67
"K-3420 Elverum";"Females";"0-17 years";2107
"K-3420 Elverum";"Females";"18-49 years";4300
"K-3420 Elverum";"Females";"50-66 years";2333
"K-3420 Elverum";"Females";"67-79 years";1468
"K-3420 Elverum";"Females";"80-89 years";500
"K-3420 Elverum";"Females";"90 years or older";131
"K-3421 Trysil";"Males";"0-17 years";608
"K-3421 Trysil";"Males";"18-49 years";1223
"K-3421 Trysil";"Males";"50-66 years";817
"K-3421 Trysil";"Males";"67-79 years";564
"K-3421 Trysil";"Males";"80-89 years";164
"K-3421 Trysil";"Males";"90 years or older";33
"K-3421 Trysil";"Females";"0-17 years";535
"K-3421 Trysil";"Females";"18-49 years";1123
"K-3421 Trysil";"Females";"50-66 years";802
"K-3421 Trysil";"Females";"67-79 years";518
"K-3421 Trysil";"Females";"80-89 years";182
"K-3421 Trysil";"Females";"90 years or older";58
"K-3422 ?mot";"Males";"0-17 years";389
"K-3422 ?mot";"Males";"18-49 years";1007
"K-3422 ?mot";"Males";"50-66 years";498
"K-3422 ?mot";"Males";"67-79 years";296
"K-3422 ?mot";"Males";"80-89 years";81
"K-3422 ?mot";"Males";"90 years or older";17
"K-3422 ?mot";"Females";"0-17 years";362
"K-3422 ?mot";"Females";"18-49 years";791
"K-3422 ?mot";"Females";"50-66 years";452
"K-3422 ?mot";"Females";"67-79 years";310
"K-3422 ?mot";"Females";"80-89 years";120
"K-3422 ?mot";"Females";"90 years or older";33
"K-3423 Stor-Elvdal";"Males";"0-17 years";167
"K-3423 Stor-Elvdal";"Males";"18-49 years";416
"K-3423 Stor-Elvdal";"Males";"50-66 years";351
"K-3423 Stor-Elvdal";"Males";"67-79 years";218
"K-3423 Stor-Elvdal";"Males";"80-89 years";71
"K-3423 Stor-Elvdal";"Males";"90 years or older";15
"K-3423 Stor-Elvdal";"Females";"0-17 years";199
"K-3423 Stor-Elvdal";"Females";"18-49 years";382
"K-3423 Stor-Elvdal";"Females";"50-66 years";297
"K-3423 Stor-Elvdal";"Females";"67-79 years";196
"K-3423 Stor-Elvdal";"Females";"80-89 years";89
"K-3423 Stor-Elvdal";"Females";"90 years or older";18
"K-3424 Rendalen";"Males";"0-17 years";149
"K-3424 Rendalen";"Males";"18-49 years";250
"K-3424 Rendalen";"Males";"50-66 years";260
"K-3424 Rendalen";"Males";"67-79 years";195
"K-3424 Rendalen";"Males";"80-89 years";44
"K-3424 Rendalen";"Males";"90 years or older";10
"K-3424 Rendalen";"Females";"0-17 years";134
"K-3424 Rendalen";"Females";"18-49 years";263
"K-3424 Rendalen";"Females";"50-66 years";234
"K-3424 Rendalen";"Females";"67-79 years";165
"K-3424 Rendalen";"Females";"80-89 years";55
"K-3424 Rendalen";"Females";"90 years or older";21
"K-3425 Engerdal";"Males";"0-17 years";116
"K-3425 Engerdal";"Males";"18-49 years";199
"K-3425 Engerdal";"Males";"50-66 years";172
"K-3425 Engerdal";"Males";"67-79 years";124
"K-3425 Engerdal";"Males";"80-89 years";32
"K-3425 Engerdal";"Males";"90 years or older";3
"K-3425 Engerdal";"Females";"0-17 years";95
"K-3425 Engerdal";"Females";"18-49 years";189
"K-3425 Engerdal";"Females";"50-66 years";162
"K-3425 Engerdal";"Females";"67-79 years";118
"K-3425 Engerdal";"Females";"80-89 years";46
"K-3425 Engerdal";"Females";"90 years or older";12
"K-3426 Tolga";"Males";"0-17 years";185
"K-3426 Tolga";"Males";"18-49 years";300
"K-3426 Tolga";"Males";"50-66 years";200
"K-3426 Tolga";"Males";"67-79 years";96
"K-3426 Tolga";"Males";"80-89 years";28
"K-3426 Tolga";"Males";"90 years or older";5
"K-3426 Tolga";"Females";"0-17 years";147
"K-3426 Tolga";"Females";"18-49 years";253
"K-3426 Tolga";"Females";"50-66 years";183
"K-3426 Tolga";"Females";"67-79 years";112
"K-3426 Tolga";"Females";"80-89 years";43
"K-3426 Tolga";"Females";"90 years or older";10
"K-3427 Tynset";"Males";"0-17 years";588
"K-3427 Tynset";"Males";"18-49 years";1058
"K-3427 Tynset";"Males";"50-66 years";654
"K-3427 Tynset";"Males";"67-79 years";366
"K-3427 Tynset";"Males";"80-89 years";110
"K-3427 Tynset";"Males";"90 years or older";19
"K-3427 Tynset";"Females";"0-17 years";547
"K-3427 Tynset";"Females";"18-49 years";1056
"K-3427 Tynset";"Females";"50-66 years";650
"K-3427 Tynset";"Females";"67-79 years";355
"K-3427 Tynset";"Females";"80-89 years";132
"K-3427 Tynset";"Females";"90 years or older";43
"K-3428 Alvdal";"Males";"0-17 years";290
"K-3428 Alvdal";"Males";"18-49 years";452
"K-3428 Alvdal";"Males";"50-66 years";299
"K-3428 Alvdal";"Males";"67-79 years";148
"K-3428 Alvdal";"Males";"80-89 years";38
"K-3428 Alvdal";"Males";"90 years or older";17
"K-3428 Alvdal";"Females";"0-17 years";253
"K-3428 Alvdal";"Females";"18-49 years";424
"K-3428 Alvdal";"Females";"50-66 years";277
"K-3428 Alvdal";"Females";"67-79 years";147
"K-3428 Alvdal";"Females";"80-89 years";64
"K-3428 Alvdal";"Females";"90 years or older";23
"K-3429 Folldal";"Males";"0-17 years";133
"K-3429 Folldal";"Males";"18-49 years";269
"K-3429 Folldal";"Males";"50-66 years";197
"K-3429 Folldal";"Males";"67-79 years";154
"K-3429 Folldal";"Males";"80-89 years";37
"K-3429 Folldal";"Males";"90 years or older";8
"K-3429 Folldal";"Females";"0-17 years";128
"K-3429 Folldal";"Females";"18-49 years";232
"K-3429 Folldal";"Females";"50-66 years";194
"K-3429 Folldal";"Females";"67-79 years";128
"K-3429 Folldal";"Females";"80-89 years";50
"K-3429 Folldal";"Females";"90 years or older";15
"K-3430 Os";"Males";"0-17 years";158
"K-3430 Os";"Males";"18-49 years";375
"K-3430 Os";"Males";"50-66 years";234
"K-3430 Os";"Males";"67-79 years";155
"K-3430 Os";"Males";"80-89 years";45
"K-3430 Os";"Males";"90 years or older";7
"K-3430 Os";"Females";"0-17 years";150
"K-3430 Os";"Females";"18-49 years";321
"K-3430 Os";"Females";"50-66 years";241
"K-3430 Os";"Females";"67-79 years";139
"K-3430 Os";"Females";"80-89 years";53
"K-3430 Os";"Females";"90 years or older";13
"K-3431 Dovre";"Males";"0-17 years";207
"K-3431 Dovre";"Males";"18-49 years";479
"K-3431 Dovre";"Males";"50-66 years";314
"K-3431 Dovre";"Males";"67-79 years";218
"K-3431 Dovre";"Males";"80-89 years";61
"K-3431 Dovre";"Males";"90 years or older";14
"K-3431 Dovre";"Females";"0-17 years";214
"K-3431 Dovre";"Females";"18-49 years";403
"K-3431 Dovre";"Females";"50-66 years";314
"K-3431 Dovre";"Females";"67-79 years";225
"K-3431 Dovre";"Females";"80-89 years";79
"K-3431 Dovre";"Females";"90 years or older";25
"K-3432 Lesja";"Males";"0-17 years";224
"K-3432 Lesja";"Males";"18-49 years";351
"K-3432 Lesja";"Males";"50-66 years";242
"K-3432 Lesja";"Males";"67-79 years";157
"K-3432 Lesja";"Males";"80-89 years";44
"K-3432 Lesja";"Males";"90 years or older";10
"K-3432 Lesja";"Females";"0-17 years";181
"K-3432 Lesja";"Females";"18-49 years";311
"K-3432 Lesja";"Females";"50-66 years";244
"K-3432 Lesja";"Females";"67-79 years";135
"K-3432 Lesja";"Females";"80-89 years";52
"K-3432 Lesja";"Females";"90 years or older";24
"K-3433 Skj?k";"Males";"0-17 years";195
"K-3433 Skj?k";"Males";"18-49 years";376
"K-3433 Skj?k";"Males";"50-66 years";282
"K-3433 Skj?k";"Males";"67-79 years";186
"K-3433 Skj?k";"Males";"80-89 years";61
"K-3433 Skj?k";"Males";"90 years or older";4
"K-3433 Skj?k";"Females";"0-17 years";187
"K-3433 Skj?k";"Females";"18-49 years";387
"K-3433 Skj?k";"Females";"50-66 years";254
"K-3433 Skj?k";"Females";"67-79 years";179
"K-3433 Skj?k";"Females";"80-89 years";67
"K-3433 Skj?k";"Females";"90 years or older";19
"K-3434 Lom";"Males";"0-17 years";216
"K-3434 Lom";"Males";"18-49 years";404
"K-3434 Lom";"Males";"50-66 years";309
"K-3434 Lom";"Males";"67-79 years";171
"K-3434 Lom";"Males";"80-89 years";52
"K-3434 Lom";"Males";"90 years or older";12
"K-3434 Lom";"Females";"0-17 years";186
"K-3434 Lom";"Females";"18-49 years";364
"K-3434 Lom";"Females";"50-66 years";276
"K-3434 Lom";"Females";"67-79 years";159
"K-3434 Lom";"Females";"80-89 years";65
"K-3434 Lom";"Females";"90 years or older";14
"K-3435 V?g?";"Males";"0-17 years";346
"K-3435 V?g?";"Males";"18-49 years";659
"K-3435 V?g?";"Males";"50-66 years";435
"K-3435 V?g?";"Males";"67-79 years";261
"K-3435 V?g?";"Males";"80-89 years";83
"K-3435 V?g?";"Males";"90 years or older";13
"K-3435 V?g?";"Females";"0-17 years";328
"K-3435 V?g?";"Females";"18-49 years";620
"K-3435 V?g?";"Females";"50-66 years";409
"K-3435 V?g?";"Females";"67-79 years";284
"K-3435 V?g?";"Females";"80-89 years";103
"K-3435 V?g?";"Females";"90 years or older";29
"K-3436 Nord-Fron";"Males";"0-17 years";532
"K-3436 Nord-Fron";"Males";"18-49 years";1037
"K-3436 Nord-Fron";"Males";"50-66 years";714
"K-3436 Nord-Fron";"Males";"67-79 years";430
"K-3436 Nord-Fron";"Males";"80-89 years";145
"K-3436 Nord-Fron";"Males";"90 years or older";19
"K-3436 Nord-Fron";"Females";"0-17 years";511
"K-3436 Nord-Fron";"Females";"18-49 years";971
"K-3436 Nord-Fron";"Females";"50-66 years";686
"K-3436 Nord-Fron";"Females";"67-79 years";496
"K-3436 Nord-Fron";"Females";"80-89 years";146
"K-3436 Nord-Fron";"Females";"90 years or older";36
"K-3437 Sel";"Males";"0-17 years";517
"K-3437 Sel";"Males";"18-49 years";1073
"K-3437 Sel";"Males";"50-66 years";721
"K-3437 Sel";"Males";"67-79 years";433
"K-3437 Sel";"Males";"80-89 years";120
"K-3437 Sel";"Males";"90 years or older";22
"K-3437 Sel";"Females";"0-17 years";518
"K-3437 Sel";"Females";"18-49 years";977
"K-3437 Sel";"Females";"50-66 years";694
"K-3437 Sel";"Females";"67-79 years";432
"K-3437 Sel";"Females";"80-89 years";187
"K-3437 Sel";"Females";"90 years or older";45
"K-3438 S?r-Fron";"Males";"0-17 years";314
"K-3438 S?r-Fron";"Males";"18-49 years";615
"K-3438 S?r-Fron";"Males";"50-66 years";357
"K-3438 S?r-Fron";"Males";"67-79 years";230
